Superorder,Order,Family,Genus,Species,Source_year,AuthorYear,DataSource,Source_observation,General_data_type,Unit,Unit_time ,Unit_spatial,Unit_gear,Unit_transformation,Unit_freeform,Model,Sampling_method_general,Sampling_method_info,Dataset_location,Dataset_representativeness_experts,Experts_for_representativeness,Coastal_province,Pelagic_province,FAO_area,Dataset_map,Latitude ,Longitude,Ocean,Datamined,Variance,PageAndFigureNumber,LineUsed,PDFPage,ActualPage,FigureName,FigureData,Comments,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,2016,Tremblay-Boyer_2016,WCPFC Tremblay-Boyer 2016 EB-WP-08 Review of available information on non-key shark species including mobulids and fisheries interactions,fishery_independent,nCPUE,individual,NA,NA,set,NA,NA,NA,seine,purse seine,Western and Central Pacific,NA,NA,NA,"9,15,20,22","71,77",Y,-5,155,Pacific,Y,Y,p56fAI17,bottom left panel; median,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.984193427,0.997180745,0.997180745,1.984193427,0.997180745,1.984193427,5.975157753,0.496522138,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,2016,Tremblay-Boyer_2016,WCPFC Tremblay-Boyer 2016 EB-WP-08 Review of available information on non-key shark species including mobulids and fisheries interactions,fishery_independent,nCPUE,individual,NA,NA,1000hook,NA,NA,NA,longline,NA,Western and Central Pacific,NA,NA,NA,"9,15,20,22","71,77",Y,-5,170,Pacific,Y,Y,p56fAI18,bottom left panel; median,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632811024,NA,NA,NA,NA,NA,0.3604515,0.565322949,NA,0.468278578,1.082892925,0.667758673,0.700106797,0.958891785,0.813325229,0.23645036,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2018,Hansell_2018,10.1016/j.fishres.2017.09.016,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,GAM_Poisson,longline,"shallow, coastal","Bimini islands, Bahamas",NA,NA,12,NA,31,Y,25.43,-79.14,Atlantic,Y,Y,p40f5c,circle; predicted rates,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16333393,12.01763775,17.05979028,22.0367248,16.82364141,18.39796721,16.50503462,13.00159138,10.05778211,18.80504694,15.91466245,7.417044776,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2016,Grubbs_2016,10.1038/srep20970,fishery_independent,sCPUE,individual,NA,NA,NA,divided_by_max,NA,delta_lognormal_GLM,longline,pelagic,"Onslow Bay, Carolina, USA",NA,NA,"5,6",NA,31,N,37,-76,Atlantic,Y,Y,p4f1,lower left panel,4,4,Grubbs_2016_BlacktipShark,Grubbs_2016_BlacktipShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0149,0.6234,0.284,0.5309,0.843,0.3081,0.1772,0.0983,0.645,0.097,0.0833,0.3694,0.043,0.0554,0.0417,0.1061,0.0404,0.0267,0,0.00068177,0,0.0241,0.0495,0.009772,0.0090902,0.0084085,0.0183,0.0059086,0.0196,0.0071964,0.0209,0.0084842,0.009166,0.0228,0.0235,0.0018938,0.0248,0.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2016,Grubbs_2016,10.1038/srep20970,fishery_independent,sCPUE,individual,NA,NA,NA,divided_by_max,NA,delta_lognormal_GLM,longline,pelagic,"South Virginia coast, USA",NA,NA,6,NA,21,N,37,-76,Atlantic,Y,Y,p4f1,lower right panel,4,4,Grubbs_2016_BlacktipSharkVirginia,Grubbs_2016_BlacktipSharkVirginia.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4596,0.2468,NA,NA,NA,NA,NA,NA,NA,NA,0.1144,NA,0.1148,NA,NA,0.1233,0.0288,0.3288,0.0055282,0.9998,0.0138,0.1402,0.4403,NA,0.1566,NA,0.2596,0.244,0.8754,0.2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2006,Dudley_2006b,10.1071/MF05156,other,sCPUE,individual,NA,km,net,NA,NA,NA,bather_protection_net,midwater,Kwazulu-Natal coast South-Africa,NA,NA,51,NA,51,N,-29,33,Indian,Y,N,p231f2,Carcharhinus_limbatus,7,231,Dudley_2006_BlacktipShark.png,Dudley_2006_BlacktipShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7509,2.7085,3.944,3.4684,2.8627,3.4051,2.3013,3.4935,3.2561,4.7732,1.4383,4.1684,2.6313,1.5059,1.745,2.1141,1.9417,1.726,1.6618,2.3342,1.6853,2.011,1.2321,2.0561,1.6455,2.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,"longline, trawl, gillnet",NA,North Carolina to Brownsville (USA),NA,NA,"5,6,12",NA,"21,31",N,31,-81,Atlantic,Y,Y,p852f4c,solid,8,852,Peterson_2017_BlacktipShark,Peterson_2017_BlacktipShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7752,2.17,1.5043,0.8991,0.1931,-0.4726,-0.9971,-1.0778,-1.1182,-1.1988,-1.2997,-1.4006,-1.4409,-1.5013,-1.6023,-1.7032,-1.804,-1.8847,-1.9452,-1.9856,-2.2277,-2.2882,-1.2594,-0.9365,0.0922,-0.2709,-0.049,-0.5331,-0.7953,-0.2507,-0.2911,0.6772,1.7666,2.3112,0.2133,1.1816,1.2622,0.9395,1.1009,0.5159,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2020,Braccini_2020,"Braccini, M., Molony, B., & Blay, N. (2020). Patterns in abundance and size of sharks in northwestern Australia: cause for optimism. ICES Journal of Marine Science, 77(1), 72-82.",fishery_independent,sCPUE,individual,NA,NA,100hook_hour,dividided_by_mean,NA,GAM_negbin,longline,"pelagic, depth up to 1180m",northwestern Australia,northwestern Australia,IUCN Extra set Coastal species,34,NA,57,Y,-20,117,Indian,Y,Y,p75f2,standardized,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.572173913,NA,0.939130435,0.64,1.210434783,0.417391304,1.266086957,0.820869565,0.500869565,NA,2.72,1.328695652,0.466086957,0.584347826,0.535652174,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2012,McAuley_2012,"McAuley, R. and F. Rowland. 2012. Northern Shark Fisheries Status Report. In: Status Reports of the Fisheries and Aquatic Resources of Western Australia 2011/12: The State of the Fisheries eds. W.J. Fletcher and K. Santoro, Department of Fisheries, Western Australia, pp. 49-61.",fisheries,nCPUE,kg,day,NA,hook,NA,NA,NA,longline,demersal,"Pilbara and Kimberley, Northwest Australia",NA,NA,"32,34","11,13",57,Y,-16.23,120,Indian,Y,N,p228f4,solid grey,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1758,0.6959,0.5971,0.4162,0.4458,0.2207,0.2545,0.4231,0.4253,0.0592,0.0677,0.15,0.1964,0.4849,0.1209,-0.0031579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2012,SEDAR_2012,"SEDAR 2012. SEDAR 29: Stock Assessment Report HMS GOM Blacktip Shark, May 2012. ",stock_assessment,standardized_abundance,individual,NA,NA,NA,NA,NA,"state-space, age-structured production model",multiple,bottom longline,North Gulf of Mexico,NA,NA,"6,12",26,31,Y,28,-90,Atlantic,N,N,p92t3.5.16,N column,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25416350,25277890,25184480,25132570,25069170,24992980,24778260,24661440,24435700,24240080,24118140,23994580,23901120,23844690,23803250,23751480,23696230,23677540,23625600,23645060,23611120,23636440,23662860,23658940,23670790,23692630,23700670,23726260,23790250,23843650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2016,Tremblay-Boyer_2016,WCPFC Tremblay-Boyer 2016 EB-WP-08 Review of available information on non-key shark species including mobulids and fisheries interactions,fishery_independent,nCPUE,individual,NA,NA,set,NA,NA,NA,seine,purse seine,Western and Central Pacific,NA,NA,NA,"9,15,20,22","71,77",Y,-5,175,Pacific,Y,Y,p57fAI19,bottom left panel; median,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029637088,NA,NA,NA,NA,2.143063521,3.545156065,1.565731296,1.11211312,2.101825505,2.184301537,4.988486626,2.101825505,3.091537889,2.101825505,2.101825505,6.060675043,2.101825505,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,2016,Tremblay-Boyer_2016,WCPFC Tremblay-Boyer 2016 EB-WP-08 Review of available information on non-key shark species including mobulids and fisheries interactions,fishery_independent,nCPUE,individual,NA,NA,1000hook,NA,NA,NA,longline,NA,Western and Central Pacific,NA,NA,NA,"9,15,20,22","71,77,81",Y,-5,175,Pacific,Y,Y,p57fAI20,bottom left panel; median,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.596991217,NA,NA,1.065660952,18.08530304,1.503183885,4.872110468,1.196917832,0.934404072,1.196917832,0.890651779,2.465734337,0.715642606,0.759394899,0.671890313,0.759394899,0.803147193,0.803147193,1.153165539,0.49688114,0.36562426,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,"limbatus,tilstoni",2013,Grubert_2013,"Grubert, M. A., T.(Thor) Saunders, Martin, J. M., Lee, H. S., & Walters, C. J. (2013). Stock assessments of selected Northern Territory fishes. Northern Territory. Department of Primary Industry and Fisheries.",fisheries,nCPUE,kg,NA,NA,boat_day,NA,NA,NA,"longline, gillnet",NA,Australia Northern Territory,NA,NA,32,NA,71,N,-11,134,"Indian, Pacific",Y,N,p25f7,panel a; Spatially averaged CPUE,,,,,"Time-series represents group: Carcharhinus limbatus, C. tilstoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.143992,361.6964076,350.954381,339.7647699,316.9379634,316.9379634,296.3490791,282.026377,296.7966635,310.2241968,300.8249235,305.7483524,343.7930299,343.7930299,303.0628457,295.9014946,259.6471549,275.3126103,245.3244527,221.6024773,198.3280864,228.316244,263.2278304,304.8531835,380.4949541,388.1038896,438.6809315,435.9954249,411.3782806,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2010,Baum_2010,10.1016/j.fishres.2009.11.006,"fisheries, fishery_independent",sCPUE,individual,NA,NA,1000hook,NA,NA,GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,27,-66,Atlantic,Y,Y,p236f5d,NA,8,236,Baum_2010_OceanicWhiteTip.png,Baum_2010_OceanicWhiteTip1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7497,1.4678,2.4046,1.4713,1.077,1.3324,1.1916,1.2568,1.6232,1.0227,0.7551,1.0264,0.8222,1.3627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2013,Tolotti_2013,10.1016/j.fishres.2013.01.014,fishery_independent,sCPUE,individual,NA,quarter,1000hook,NA,NA,delta_lognormal_GLM,longline,"surface,deep",Central and southwest Atlantic,South Atlantic,IUCN Pelagic sharks and rays - Dallas Nov 2018,"13,14","8,33","34,41,47",Y,-12.5,-19,Atlantic,Y,Y,p138f3,standardized CPUE,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051314068,0.084405061,0.126867224,0.114862363,0.352800259,0.09696965,0.108613621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2013,Clarke_2013,10.1111/j.1523-1739.2012.01943.x,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM_quasipoisson,longline,pelagic,Pacific,NA,NA,"29,30,31,33,35,36,37,38,39,40,41,53,54,55,56","9,14,15,20,22","61,71,77,81",Y,0,175,Pacific,Y,Y,p7f2c,Oceanic Whitetip Shark,7,7,Clarke_2012_OceanicWhitetip.png,Clarke_2012_OceanicWhitetip.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2814,1.269,1.2704,2.1912,0.8835,1.0382,0.6357,0.5258,0.4855,0.4452,0.3075,0.2951,0.2129,0.1448,0.1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2013,Clarke_2013,10.1111/j.1523-1739.2012.01943.x,fishery_independent,nCPUE,individual,NA,NA,NA,NA,NA,NA,seine,purse-seine,central_pacific,NA,NA,"29,31,35,38,39,40,54","9,15,20,22","61,71,77,81",Y,0,175,Pacific,Y,N,p7f2d,Oceanic Whitetip Shark,7,7,Clarke_2012_OceanicWhiteTipPurse.png,Clarke_2012_OceanicWhiteTipPurse.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0828,0.2633,0.6044,0.6821,0.2708,0.2809,0.2182,0.153,0.0702,0.0376,0.005,0.0176,0.0201,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2003,Baum_2003,10.1126/science.1079777,fisheries,abundance,individual,NA,NA,NA,standardize at 1 in first year,NA,GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,23,-75,Atlantic,Y,Y,p390f2h,NA,2,390,Baum_2003_OceanicWhiteTip.png,Baum_2003_OceanicWhiteTip.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674,0.5676,0.3304,0.4378,0.355,0.403,0.3559,0.2732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2013,Brodziak_2013,10.1139/cjfas-2013-0111,fishery_independent,sCPUE,individual,NA,NA,set,NA,NA,"zero-inflated negative
binomial GLM",longline,pelagic,North Pacific,North Pacific,IUCN Pelagic sharks and rays - Dallas Nov 2018,"37,39","9,14,15,20","67,77",Y,20,-160,Pacific,Y,N,p1730f2b,ZINB,8,1730,Brodziak_2013,Brodziak_2013.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5512,0.4987,0.5408,0.5649,0.5439,0.3247,0.3803,0.2121,0.1671,0.1836,0.1116,0.0711,0.0711,0.0351,0.0592,0.0622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,2015,Rice_2015,10.13140/RG.2.1.3369.0321,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM,longline,NA,North Pacific,North Pacific,IUCN Pelagic sharks and rays - Dallas Nov 2018,"29,31,35,37,38,39,40,41,53,55,56","9,15,20,22","71,77,81",Y,-10,-170,Pacific,Y,Y,p88f41,blue,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3414,-0.4399,0.3654,0.276,-0.2564,0.4315,-0.6976,-0.552,-0.7862,-0.8756,-1.2454,-1.0637,-1.343,-1.4957,-1.7208,-1.6024,-2.0626,-1.9893,-3.3173,NA,NA,NA,NA,NA,NA
