from,to,weight
A5088823228,A5089139307,3
A5088823228,A5089548651,1
A5088823228,A5090035763,1
A5088823228,A5090611122,1
A5088823228,A5091351942,1
A5088823228,A5091431113,2
A5088823228,A5102978579,1
A5088823228,A5103202460,1
A5088823228,A5106303147,1
A5088823228,A5109505237,2
A5088823228,A5110325164,1
A5088823228,A5110417069,1
A5088823228,A5110779309,1
A5088823228,A5110784563,1
A5088823228,A5112460277,1
A5088827087,A5089067181,1
A5088827087,A5089917331,1
A5088827087,A5090335051,1
A5088827087,A5090751584,2
A5088827087,A5091342433,8
A5088827087,A5091797033,1
A5088827087,A5092175376,1
A5088827087,A5103098022,1
A5088827087,A5109034177,1
A5088827087,A5113677716,1
A5088846084,A5090769820,1
A5088846084,A5101779401,1
A5088846084,A5102792022,1
A5088846084,A5104049340,4
A5088846084,A5108407456,4
A5088846084,A5110086262,5
A5088846084,A5111990162,1
A5088888694,A5091764470,2
A5088888694,A5111646559,1
A5088890768,A5089067181,1
A5088890768,A5102809458,1
A5088890768,A5102978579,1
A5088890768,A5106183478,1
A5088890768,A5111681230,1
A5088890768,A5113842039,2
A5088968386,A5107890402,1
A5089013617,A5101736438,4
A5089013617,A5113814455,4
A5089067181,A5089139307,1
A5089067181,A5090035763,5
A5089067181,A5090219740,1
A5089067181,A5090284833,1
A5089067181,A5090428075,3
A5089067181,A5090751584,1
A5089067181,A5090801242,1
A5089067181,A5090805634,2
A5089067181,A5090861767,1
A5089067181,A5090892962,1
A5089067181,A5090970334,2
A5089067181,A5091351942,2
A5089067181,A5091389653,1
A5089067181,A5091427710,1
A5089067181,A5093396739,3
A5089067181,A5100648676,1
A5089067181,A5101668226,1
A5089067181,A5102241380,2
A5089067181,A5102773610,5
A5089067181,A5102809458,1
A5089067181,A5102810437,1
A5089067181,A5102904176,1
A5089067181,A5102928081,2
A5089067181,A5103267142,1
A5089067181,A5103441940,5
A5089067181,A5103874950,1
A5089067181,A5103985941,2
A5089067181,A5103987246,2
A5089067181,A5104084186,1
A5089067181,A5104151417,3
A5089067181,A5104471764,2
A5089067181,A5106183478,1
A5089067181,A5106660198,2
A5089067181,A5106660366,2
A5089067181,A5106660367,2
A5089067181,A5108237683,1
A5089067181,A5108317458,2
A5089067181,A5108384913,2
A5089067181,A5108497725,3
A5089067181,A5108552194,2
A5089067181,A5109508115,1
A5089067181,A5110183548,3
A5089067181,A5110191568,1
A5089067181,A5110307386,1
A5089067181,A5110564278,2
A5089067181,A5110779309,2
A5089067181,A5110784563,2
A5089067181,A5110784564,2
A5089067181,A5111404410,3
A5089067181,A5111646559,1
A5089067181,A5111681230,1
A5089067181,A5111841372,1
A5089067181,A5112059095,1
A5089067181,A5112225533,1
A5089067181,A5112456217,2
A5089067181,A5112460277,3
A5089067181,A5112537861,4
A5089067181,A5112771709,1
A5089067181,A5113088780,1
A5089067181,A5113253333,1
A5089067181,A5113560572,1
A5089067181,A5113875047,2
A5089067181,A5114235298,3
A5089139307,A5108497725,1
A5089238682,A5089603095,1
A5089238682,A5090365407,1
A5089238682,A5091337146,1
A5089270733,A5102738599,4
A5089367858,A5109876386,3
A5089382655,A5100515830,1
A5089382655,A5101504963,1
A5089382655,A5101976114,1
A5089382655,A5104780044,1
A5089382655,A5108514927,1
A5089382655,A5110773946,2
A5089382655,A5110958531,1
A5089410623,A5111317831,4
A5089423541,A5108094274,1
A5089436487,A5104007613,1
A5089442586,A5090648333,1
A5089442586,A5090953011,1
A5089442586,A5091337163,1
A5089442586,A5103147037,2
A5089462580,A5108034932,3
A5089462580,A5112463159,1
A5089493365,A5106303147,1
A5089498013,A5101787998,3
A5089498013,A5101834511,3
A5089498013,A5101964482,3
A5089498013,A5103009160,3
A5089498013,A5113685556,1
A5089525723,A5106317137,1
A5089525723,A5110709346,1
A5089530159,A5112633227,2
A5089548651,A5089740599,1
A5089548651,A5091177134,2
A5089548651,A5091351942,1
A5089548651,A5100648676,1
A5089548651,A5110202390,1
A5089548651,A5110417069,1
A5089548651,A5111113986,1
A5089573174,A5110631630,1
A5089573174,A5112301508,1
A5089573174,A5113551679,1
A5089587336,A5091546833,4
A5089589275,A5108034932,3
A5089589275,A5112326719,2
A5089589275,A5112877525,1
A5089603095,A5089786279,3
A5089603095,A5090970334,1
A5089603095,A5091351942,1
A5089603095,A5101718636,1
A5089603095,A5103148346,1
A5089603095,A5110779309,1
A5089603095,A5111954282,1
A5089603095,A5113616749,7
A5089603095,A5114741314,3
A5089604651,A5091526652,2
A5089604651,A5103092511,2
A5089604651,A5108585812,1
A5089613757,A5091980119,3
A5089613757,A5109508115,1
A5089740599,A5091177134,1
A5089740599,A5091351942,1
A5089740599,A5110202390,1
A5089740599,A5111113986,1
A5089758973,A5090892962,1
A5089786279,A5090219740,2
A5089786279,A5103141864,1
A5089786279,A5109313205,3
A5089786279,A5113616749,2
A5089791699,A5090284833,3
A5089793622,A5091018283,3
A5089793622,A5111959191,1
A5089869364,A5103975268,2
A5089869364,A5110451895,2
A5089869364,A5112209384,1
A5089877965,A5100372343,3
A5089877965,A5101708213,1
A5089877965,A5110768408,1
A5089880901,A5091177134,1
A5089917331,A5090751584,1
A5089917331,A5091797033,1
A5089917331,A5092175376,1
A5089917331,A5101648015,2
A5089917331,A5103142337,1
A5089917331,A5103233261,1
A5089917331,A5112537861,1
A5089917331,A5113677716,1
A5089979611,A5102950683,1
A5090005375,A5091168022,1
A5090005375,A5101834511,1
A5090005375,A5103233261,1
A5090005375,A5106660367,1
A5090005375,A5108094274,1
A5090005375,A5111747830,1
A5090005375,A5112189241,1
A5090030439,A5090219740,1
A5090035763,A5090428075,3
A5090035763,A5090611122,1
A5090035763,A5090805634,2
A5090035763,A5090970334,2
A5090035763,A5091351942,1
A5090035763,A5091431113,1
A5090035763,A5092014737,3
A5090035763,A5101704738,1
A5090035763,A5102241380,2
A5090035763,A5102773610,3
A5090035763,A5102978579,1
A5090035763,A5103267142,2
A5090035763,A5103874950,1
A5090035763,A5103985941,2
A5090035763,A5103987246,2
A5090035763,A5104471764,2
A5090035763,A5106660198,2
A5090035763,A5106660366,2
A5090035763,A5106660367,1
A5090035763,A5108317458,2
A5090035763,A5108384913,2
A5090035763,A5109505237,1
A5090035763,A5110325164,1
A5090035763,A5110779309,3
A5090035763,A5110784563,3
A5090035763,A5110784564,2
A5090035763,A5111404410,3
A5090035763,A5111747830,1
A5090035763,A5111841372,2
A5090035763,A5112456217,1
A5090035763,A5112460277,4
A5090035763,A5112537861,2
A5090035763,A5113644443,1
A5090035763,A5113875047,2
A5090219740,A5090769820,2
A5090219740,A5090801242,6
A5090219740,A5090861767,4
A5090219740,A5090970334,1
A5090219740,A5091308909,1
A5090219740,A5091351942,4
A5090219740,A5091427710,2
A5090219740,A5100373680,1
A5090219740,A5101870288,2
A5090219740,A5102810437,1
A5090219740,A5103119001,1
A5090219740,A5103141864,1
A5090219740,A5103874950,1
A5090219740,A5103975268,1
A5090219740,A5108407456,1
A5090219740,A5109313205,1
A5090219740,A5110267531,1
A5090219740,A5110451895,1
A5090219740,A5110564278,2
A5090219740,A5111990162,1
A5090219740,A5112225533,2
A5090284833,A5090892962,1
A5090335051,A5090751584,1
A5090335051,A5092175376,1
A5090349888,A5106183478,1
A5090349888,A5111833530,1
A5090363793,A5106626822,1
A5090365407,A5091337146,1
A5090428075,A5090805634,2
A5090428075,A5090970334,1
A5090428075,A5091351942,1
A5090428075,A5102241380,2
A5090428075,A5102773610,3
A5090428075,A5103874950,1
A5090428075,A5103985941,2
A5090428075,A5103987246,2
A5090428075,A5104471764,2
A5090428075,A5106660198,2
A5090428075,A5106660366,2
A5090428075,A5106660367,1
A5090428075,A5108317458,2
A5090428075,A5108384913,2
A5090428075,A5110779309,2
A5090428075,A5110784563,2
A5090428075,A5110784564,2
A5090428075,A5111404410,3
A5090428075,A5112456217,1
A5090428075,A5112460277,3
A5090428075,A5113875047,2
A5090518853,A5108510235,3
A5090518853,A5110522604,2
A5090601358,A5091544501,1
A5090601358,A5091822431,2
A5090601358,A5109508115,1
A5090611122,A5091431113,1
A5090611122,A5102978579,1
A5090611122,A5109505237,1
A5090611122,A5110325164,1
A5090611122,A5110779309,1
A5090611122,A5110784563,1
A5090611122,A5112460277,1
A5090623732,A5113645875,4
A5090648333,A5110936596,1
A5090712939,A5109508115,2
A5090751584,A5092175376,2
A5090769042,A5090954499,3
A5090769820,A5102792022,2
A5090769820,A5111990162,3
A5090773200,A5091897384,1
A5090773863,A5091731623,1
A5090801242,A5090861767,7
A5090801242,A5091351942,4
A5090801242,A5091427710,2
A5090801242,A5102810437,1
A5090801242,A5102950683,1
A5090801242,A5108034932,1
A5090801242,A5109531629,1
A5090801242,A5110267531,3
A5090801242,A5110417069,2
A5090801242,A5110564278,2
A5090801242,A5112590008,1
A5090804923,A5103513937,1
A5090805634,A5102241380,2
A5090805634,A5102773610,2
A5090805634,A5102950683,1
A5090805634,A5103985941,2
A5090805634,A5103987246,2
A5090805634,A5104471764,3
A5090805634,A5106660198,2
A5090805634,A5106660366,2
A5090805634,A5106660367,1
A5090805634,A5108317458,2
A5090805634,A5108384913,3
A5090805634,A5110779309,2
A5090805634,A5110784563,2
A5090805634,A5110784564,2
A5090805634,A5111404410,2
A5090805634,A5112456217,1
A5090805634,A5112460277,2
A5090805634,A5113875047,2
A5090861767,A5091351942,4
A5090861767,A5091427710,2
A5090861767,A5102810437,1
A5090861767,A5102950683,1
A5090861767,A5109531629,1
A5090861767,A5110267531,2
A5090861767,A5110564278,3
A5090892962,A5091168022,1
A5090892962,A5106660367,1
A5090892962,A5110600082,1
A5090892962,A5112456217,1
A5090892962,A5113088780,3
A5090892962,A5113253333,1
A5090892962,A5113560572,1
A5090913993,A5109313783,1
A5090919662,A5114376242,1
A5090953011,A5091337163,1
A5090953011,A5103147037,1
A5090970334,A5091337163,1
A5090970334,A5091351942,1
A5090970334,A5102773610,1
A5090970334,A5103874950,2
A5090970334,A5104084186,1
A5090970334,A5106303147,1
A5090970334,A5108034932,1
A5090970334,A5108497725,1
A5090970334,A5110779309,1
A5090970334,A5111404410,1
A5090970334,A5112460277,1
A5090970334,A5112537861,1
A5090976184,A5112062249,1
A5090976184,A5113842039,1
A5091010816,A5101987589,1
A5091010816,A5108761151,1
A5091018283,A5103874950,1
A5091018283,A5108407456,2
A5091018283,A5111959191,1
A5091036447,A5111752793,1
A5091036447,A5111833530,1
A5091094995,A5109469774,1
A5091098425,A5091281349,2
A5091098425,A5091308909,1
A5091098425,A5108209670,1
A5091122644,A5091342433,1
A5091122644,A5112534867,1
A5091126424,A5091658874,2
A5091140842,A5100639284,4
A5091168022,A5101834511,1
A5091168022,A5103233261,1
A5091168022,A5106660367,1
A5091168022,A5108094274,1
A5091168022,A5111747830,1
A5091168022,A5112189241,1
A5091177134,A5110202390,1
A5091177134,A5111113986,2
A5091177134,A5111969665,1
A5091268800,A5110255994,1
A5091268800,A5110631630,2
A5091268800,A5112189241,1
A5091281349,A5091308909,1
A5091281349,A5108209670,1
A5091281349,A5110417069,1
A5091287571,A5103233261,1
A5091287571,A5110600082,2
A5091287571,A5113088780,2
A5091291202,A5107640634,1
A5091302994,A5108209670,1
A5091302994,A5112376920,4
A5091308909,A5100373680,1
A5091308909,A5112225533,1
A5091323504,A5103198420,1
A5091323504,A5103262635,3
A5091323504,A5113798547,2
A5091337163,A5101517086,1
A5091337163,A5103014661,2
A5091337163,A5103147037,2
A5091337163,A5106303147,6
A5091337163,A5107974229,1
A5091337163,A5108034932,5
A5091337163,A5108122011,1
A5091337163,A5109410560,1
A5091337163,A5110101517,1
A5091337163,A5113632107,1
A5091342433,A5103098022,1
A5091351942,A5091427710,1
A5091351942,A5091546833,1
A5091351942,A5102773610,1
A5091351942,A5102810437,1
A5091351942,A5102950683,1
A5091351942,A5103141864,1
A5091351942,A5103148346,4
A5091351942,A5103874950,1
A5091351942,A5107094937,1
A5091351942,A5108034932,1
A5091351942,A5110267531,2
A5091351942,A5110417069,1
A5091351942,A5110564278,2
A5091351942,A5111404410,2
A5091351942,A5111954282,6
A5091351942,A5111959191,1
A5091351942,A5112300922,1
A5091351942,A5112460277,1
A5091351942,A5112483179,1
A5091351942,A5113503556,2
A5091389653,A5108237683,1
A5091427710,A5101648038,1
A5091427710,A5102810437,1
A5091427710,A5108034932,1
A5091427710,A5108094274,1
A5091427710,A5108407456,1
A5091427710,A5110564278,1
A5091427710,A5111685545,4
A5091427710,A5111954282,1
A5091431113,A5102978579,1
A5091431113,A5103202460,1
A5091431113,A5104084186,1
A5091431113,A5106303147,1
A5091431113,A5109505237,5
A5091431113,A5110325164,1
A5091431113,A5110779309,1
A5091431113,A5110784563,1
A5091431113,A5112460277,1
A5091521664,A5112955398,1
A5091526536,A5112189241,1
A5091526652,A5103092511,2
A5091544501,A5113520124,1
A5091546833,A5108034932,1
A5091546833,A5109859959,1
A5091777836,A5103985941,1
A5091797033,A5113677716,1
A5091823728,A5108466435,3
A5091912311,A5102950683,1
A5091912311,A5110545278,1
A5091980119,A5109508115,1
A5092014737,A5101704738,2
A5092014737,A5103267142,1
A5092111402,A5101753160,3
A5092111402,A5107475265,3
A5093270695,A5103142337,1
A5093270695,A5104007613,2
A5093270695,A5110283569,1
A5093270695,A5111181030,1
A5093270695,A5112576810,2
A5093270695,A5113270207,1
A5093469059,A5103147037,2
A5093679799,A5108313413,2
A5094071138,A5101718636,2
A5095778882,A5102792022,1
A5096911818,A5096911819,3
A5096911818,A5103147037,1
A5096911818,A5110272526,2
A5096911819,A5103147037,1
A5096911819,A5110272526,2
A5097984833,A5097984834,3
A5099010908,A5114196935,3
A5100337523,A5100373680,3
A5100337523,A5100395788,3
A5100337523,A5101875744,1
A5100343844,A5100373745,1
A5100343844,A5109301611,1
A5100343844,A5113883810,1
A5100353573,A5111433569,1
A5100353573,A5112056782,3
A5100353673,A5100373680,5
A5100353673,A5100373745,2
A5100353673,A5100395788,6
A5100353673,A5101637433,1
A5100353673,A5101875744,2
A5100353673,A5102108433,3
A5100353673,A5107954325,3
A5100353673,A5109301611,14
A5100372343,A5101708213,3
A5100372343,A5102823275,3
A5100372343,A5108935818,4
A5100372343,A5110768408,3
A5100373680,A5100395788,5
A5100373680,A5101875744,2
A5100373680,A5102108433,1
A5100373680,A5107954325,1
A5100373680,A5109301611,6
A5100373680,A5112225533,1
A5100373745,A5100395788,1
A5100373745,A5101637433,4
A5100373745,A5102108433,1
A5100373745,A5109301611,3
A5100373745,A5113883810,1
A5100395788,A5101875744,1
A5100395788,A5107954325,2
A5100395788,A5109301611,4
A5100420718,A5100748606,2
A5100429363,A5111889985,3
A5100429363,A5112031667,3
A5100454435,A5100723426,2
A5100454435,A5100862535,2
A5100454435,A5101787998,1
A5100454435,A5102773745,1
A5100454435,A5110522976,1
A5100454435,A5111873512,1
A5100515830,A5101504963,1
A5100515830,A5101882941,3
A5100515830,A5101976114,2
A5100515830,A5104780044,3
A5100515830,A5108514927,1
A5100515830,A5108775888,2
A5100515830,A5109263107,1
A5100515830,A5111721401,2
A5100639284,A5110001814,3
A5100643659,A5102918972,4
A5100660731,A5102016601,4
A5100678780,A5107640634,1
A5100678780,A5108118639,1
A5100723426,A5100862535,1
A5100723426,A5101787998,9
A5100723426,A5101834511,1
A5100723426,A5101940352,3
A5100723426,A5102773745,3
A5100723426,A5110522976,3
A5100723426,A5111873512,6
A5100723426,A5113685556,1
A5100780959,A5102812177,3
A5100780959,A5109194354,1
A5100780959,A5109534263,2
A5100780961,A5102812177,5
A5100780961,A5109194354,1
A5100780961,A5109534263,4
A5100802164,A5102740418,1
A5100802164,A5110202390,1
A5100862535,A5101787998,1
A5100862535,A5101834511,1
A5100862535,A5101940352,1
A5100862535,A5103009160,2
A5100862535,A5110522976,1
A5100862535,A5111873512,4
A5101012034,A5101504963,3
A5101012034,A5101976114,1
A5101012034,A5104454765,1
A5101500241,A5110592098,2
A5101504963,A5101976114,1
A5101504963,A5104780044,1
A5101504963,A5108514927,1
A5101505420,A5102890775,4
A5101517086,A5107974229,4
A5101517086,A5111404410,1
A5101541069,A5113088780,1
A5101541069,A5113674844,5
A5101621321,A5110107289,1
A5101621321,A5111410697,1
A5101637433,A5102108433,3
A5101637433,A5109301611,9
A5101637433,A5111969665,2
A5101648015,A5103142337,1
A5101648015,A5103233261,1
A5101648015,A5112585669,1
A5101648015,A5113913008,1
A5101648038,A5108034932,1
A5101648038,A5108094274,17
A5101648038,A5110086262,1
A5101648038,A5111954282,1
A5101648038,A5112877525,1
A5101668226,A5102928081,1
A5101700230,A5103198420,3
A5101700230,A5103262635,3
A5101700230,A5113798547,1
A5101708213,A5108935818,1
A5101732312,A5110698949,4
A5101732312,A5112872825,1
A5101736438,A5109936585,1
A5101753160,A5107475265,3
A5101753160,A5112386962,1
A5101764189,A5108390707,1
A5101764189,A5108797879,1
A5101764189,A5112182684,1
A5101773110,A5111159449,1
A5101787998,A5101834511,8
A5101787998,A5101940352,2
A5101787998,A5101964482,5
A5101787998,A5102773745,4
A5101787998,A5102831634,1
A5101787998,A5103009160,5
A5101787998,A5110522976,3
A5101787998,A5111873512,6
A5101787998,A5113685556,2
A5101828454,A5111624275,1
A5101828454,A5111721401,1
A5101834511,A5101964482,7
A5101834511,A5102831634,3
A5101834511,A5103009160,7
A5101834511,A5103233261,1
A5101834511,A5106660367,1
A5101834511,A5108094274,1
A5101834511,A5111747830,1
A5101834511,A5111873512,5
A5101834511,A5112189241,1
A5101834511,A5113685556,2
A5101854103,A5102740418,1
A5101854103,A5110202390,1
A5101854103,A5112874685,1
A5101875744,A5107954325,1
A5101875744,A5109301611,3
A5101882941,A5101976114,3
A5101882941,A5104780044,1
A5101882941,A5109263107,1
A5101882941,A5111721401,1
A5101887127,A5110417347,1
A5101887127,A5112656501,1
A5101940352,A5102773745,1
A5101940352,A5111873512,4
A5101964482,A5103009160,4
A5101964482,A5111873512,1
A5101964482,A5113685556,1
A5101969973,A5110033266,3
A5101972601,A5114051414,3
A5101976114,A5104780044,2
A5101976114,A5108514927,1
A5101987589,A5108761151,1
A5101988828,A5113883810,3
A5102108433,A5109301611,6
A5102186480,A5103806349,2
A5102186480,A5111681230,1
A5102186480,A5112062249,1
A5102186480,A5112072536,1
A5102186480,A5112276850,4
A5102186480,A5113694462,2
A5102241380,A5102773610,2
A5102241380,A5103985941,2
A5102241380,A5103987246,2
A5102241380,A5104471764,2
A5102241380,A5106660198,2
A5102241380,A5106660366,2
A5102241380,A5106660367,1
A5102241380,A5108317458,2
A5102241380,A5108384913,2
A5102241380,A5110779309,2
A5102241380,A5110784563,2
A5102241380,A5110784564,2
A5102241380,A5111404410,2
A5102241380,A5112456217,1
A5102241380,A5112460277,3
A5102241380,A5113875047,2
A5102407013,A5110107289,4
A5102407013,A5112497092,4
A5102740418,A5109067518,1
A5102740418,A5110202390,8
A5102750760,A5111954282,1
A5102750760,A5112376920,1
A5102761041,A5111747830,1
A5102773610,A5103874950,1
A5102773610,A5103985941,2
A5102773610,A5103987246,2
A5102773610,A5104471764,2
A5102773610,A5106660198,2
A5102773610,A5106660366,2
A5102773610,A5106660367,1
A5102773610,A5108317458,2
A5102773610,A5108384913,2
A5102773610,A5110779309,2
A5102773610,A5110784563,2
A5102773610,A5110784564,2
A5102773610,A5111404410,3
A5102773610,A5112456217,1
A5102773610,A5112460277,3
A5102773610,A5113875047,2
A5102773745,A5110522976,1
A5102773745,A5111873512,2
A5102792022,A5111990162,2
A5102794157,A5111549449,1
A5102809458,A5106183478,1
A5102809458,A5110267531,1
A5102809458,A5110417069,1
A5102809458,A5111681230,1
A5102809458,A5111685545,1
A5102809458,A5111752793,1
A5102809458,A5112300922,1
A5102809458,A5112483179,1
A5102809458,A5113167111,2
A5102809458,A5113644443,1
A5102810437,A5110564278,1
A5102812177,A5109194354,2
A5102812177,A5109534263,10
A5102823275,A5108935818,2
A5102831634,A5103009160,1
A5102854772,A5110936596,1
A5102904176,A5110308720,1
A5102928081,A5104151417,3
A5102950683,A5104471764,1
A5102950683,A5108384913,1
A5102950683,A5109531629,2
A5102950683,A5110086262,1
A5102950683,A5110191568,1
A5102950683,A5110545278,3
A5102971053,A5103513498,3
A5102976194,A5103248687,3
A5102976194,A5110471036,3
A5102978579,A5109505237,1
A5102978579,A5110325164,1
A5102978579,A5110779309,2
A5102978579,A5110784563,1
